price
46.6
41.33
42.18
44.37
37.67
39.7
40.59
43.26
49.66
65.48
76.53
83.63
94.74
94.02
97.17
101.27
126.6
149.97
146.33
140.28
121.88
102.61
97.46
85.16
57.08
55.09
52.82
34.94
29.56
53.01
34.52
41.8
48.95
60.01
70.09
66.26
64.54
46.96
65.19
74.99
88.15
95.4
86.71
71.27
54.12
46.16
46.29
32.93
20.89
19.92
19.87
19.82
20.26
29.35
80
106.87
122.93
110.17
101.99
102.38
106.06
110.07
101.97
98.05
120.55
139.57
134.69
114.82
92.91
72.39
49.3
34.4
39.99
37.14
36.66
38.64
41.02
93.97
122.39
154.93
167.88
166.65
167.29
164.62
159.98
155.69
155.16
158.45
161.35
167.76
164.46
153.88
146.81
128.75
112.96
84.11
93.87
85.3
84.5
75.38
79.11
94.79
121.92
139.9
147.74
141.47
135.97
129.99
150.31
134.71
149.92
160.01
137.28
148.09
139.88
135.75
119.93
98.09
118.71
97.29
93.29
80.77
78.08
81.97
89.31
89.75
97.06
110.87
136.88
205.87
209.25
224.71
218.99
202.71
209.36
225.23
245.95
264.74
270.07
220.32
217.91
203.31
171.31
124.7
128.92
116.65
100.54
99.47
101.74
114.99
140.19
170.53
175.66
161.85
161.37
166.06
166.54
166.04
169.43
189.7
201.97
243.11
247.72
200.89
224.33
213.81
185.94
144.76
160.71
146.08
144.64
146.9
150.07
154.3
166
182.91
182.03
181.02
170.04
158.5
158.79
156.07
156.18
173.88
182.94
189.9
182.94
149.96
145.06
160.04
126.06
114.11
85.03
84.4
82.74
84.5
110.19
120.02
120
119.92
97.26
119.97
134.96
149.4
165.13
165.06
170.09
182.91
190.96
223.3
243.19
209.65
155.07
171.18
170.03
144.79
144.28
138.09
133.81
136.44
142.99
182.94
248.5
299.95
313.92
315
310.41
310.08
300
297.01
299.96
306.45
302.73
315.47
310.82
294.98
261.03
242.23
211.83
150.09
147.5
143.76
140.21
139.97
141.56
147.1
151.89
201.93
213.06
196.21
198.24
191.02
158.36
157.6
157.67
158.56
161.11
173.63
168.02
157.99
153.78
153.63
150.56
143.07
24.62
24.26
24.99
23.47
30.71
99.97
119.59
146.56
148.6
119.91
119.91
119.93
119.96
109.92
103.11
103.18
111.59
104.66
110
82.31
21.01
20.14
18.12
13.62
13.09
11.4
10.57
10.47
10.86
13.23
20.62
21.01
25.63
25.62
25.61
24.22
21.41
18.22
17.68
18.82
19.66
36.3
23.66
19.82
18.06
17.94
14.92
11.49
14.93
12.56
11.4
11.42
13.18
49.9
66.87
90.22
71.64
68.73
75.21
76.85
68.38
52.07
52.09
70
133.69
141.68
140.8
70.02
45.45
44.21
49.94
20.47
17.27
16.79
16.74
17.35
18.6
24.33
39.23
54.88
63.19
69.31
69.53
74.34
80.6
95
149.94
179.91
220.89
253.76
209.84
153.67
144.95
135.01
110.48
34.97
18.05
16.97
16.54
16
16.94
17.99
17.97
18.58
16.85
17.46
17.53
16.47
16.29
17.39
17.27
17.51
23.97
30.84
23.96
19.39
17.96
18.34
17.2
13.2
48.95
34
15.94
10.09
17.94
57.5
59.85
67.58
70.48
72.15
76.83
76.47
71.54
88.87
101.17
131.59
144.87
150.62
149.96
123.2
60.72
135.08
85.09
72.73
79.82
75.9
78.9
92.96
100.37
145.35
179.99
267.14
287.33
248.06
200.09
168.37
152.9
151.18
149.54
148.94
150.26
151.09
147.91
143.77
127.43
104.96
96.13
35.27
15.27
15.94
14.85
14.7
21.67
70.76
70.35
95.55
89.56
69.28
70.04
74.25
71.6
71.54
78.2
86.46
92.06
93.45
130.02
61.03
19.97
64.08
60.09
51.93
13.92
9.28
8.89
8.92
14.1
95.13
104.31
104.62
91.78
85.97
94.16
95.82
107.37
100.04
93.17
93.65
113.3
134.82
132.26
113.28
99.37
92.41
74.9
45.62
15.14
15.04
15.05
15.16
15.47
49.96
117.75
142.9
140.31
134.95
143.56
138.43
135.83
137.08
142.72
143.76
145.69
157.12
154.52
142.31
136.78
132.25
133.59
120.01
123.58
120.3
119.99
121.8
123.57
123.68
120
148.35
181.54
202.48
206.18
204.66
196.01
184.01
185.88
191.78
197.25
222.31
225.28
157.29
145.78
141.51
138.48
134.65
87.93
66.78
59.29
56.58
64.4
80.05
82.99
83.26
91.21
99.96
115.98
107.12
111.66
87.66
99.34
108.02
109.42
105.47
98.01
70.94
52.02
74.89
37.91
11.66
12.23
11.67
11.06
10.51
11.02
11.09
11.84
99.92
115
100.1
115.94
99.92
74.5
61.6
67.28
99
132.55
136.87
136.38
87.91
32.2
17.94
16.94
11.58
23.23
12.92
13.62
19.88
19
71.08
137.61
148.9
165.48
152.76
159.9
173.45
174.72
172.45
177.11
185.04
250.77
259.95
254.85
198.44
148.43
144.98
140.58
134.13
81.32
73.4
51.8
25.99
37.27
95.91
100.01
128.8
130.95
129.29
128.14
127.41
124.96
115.82
115.78
119.96
125.89
134.31
131.94
125.8
90.59
74.88
77.01
73.99
69.91
57.6
58.81
70.03
96.65
103.79
139.55
215
142.45
156.2
184.17
225.09
177.07
148.9
196.03
148.99
174.51
200.02
142.43
180.73
109.02
98.47
98.56
89.39
84.97
67.84
61.32
71.05
82.1
100.91
142.47
142.46
142.46
142.57
143.36
143.79
143.24
142.48
142.27
143.14
148.82
150.17
147.47
142.07
136.92
136.36
130.54
79.9
25.72
15.99
34.53
16.96
41.74
42.58
15.95
23.94
15.98
15.96
17.19
17.62
17.93
17.51
17.23
23.9
24.91
40.08
23.99
16.37
14.68
17.95
15.99
15.9
13.03
4.6
10.03
10.01
10.15
11.1
4.01
9.95
11.09
24.33
34.11
32.18
33.56
30
31.96
48.34
44.42
82.82
94.95
85.6
60.08
80.69
81.45
55.35
50.39
48.33
55.89
60.09
97.73
132.85
143.29
234.24
242.95
245.87
242.13
237.58
230
202.68
195.61
190.95
193.24
240.67
247.84
218.65
174.98
169.12
151.25
142.18
140.75
138.99
135.51
130.83
137.54
143.44
147.41
233.43
243.72
207.89
204.91
168.66
142.52
138.7
134.12
131.43
135.75
131.45
133.15
142.13
123.72
119.96
118.88
102.26
99.99
82.76
75.17
91.93
110.53
128.79
132.88
143.34
155.06
215.87
220.08
176.02
174.04
159.37
151.4
188.46
196.69
238.01
266.9
258.64
231.31
187.4
154.96
142.57
137.02
135.89
134.78
134.87
136.98
141.51
192.17
212.62
226.97
223.33
213.26
209
195.95
192.68
194.9
204.64
207.61
224.15
236.41
164.95
138.38
135.46
132.92
119.92
94.07
75.87
79.35
72.94
80.07
124.91
154.96
128.56
129.69
115.46
77.47
52.84
46.23
36.79
36.34
36.04
82.49
125.36
125
50.11
21.97
20.1
48.63
15.91
16
15.91
15.26
16.9
21.28
33.99
42.68
45.22
64.3
86.09
107.67
83.14
59.36
84.16
45.07
40.8
83.75
124.28
99.85
48.69
32.89
89.51
93.55
65.08
23.08
27.97
20.64
20.03
20.05
24.98
14.95
18.94
11.86
12.36
13.75
20.19
23.79
24.23
24.25
34.17
76.54
75.1
119.92
81.71
88.75
88.19
74.61
36.84
20.04
15.91
14.27
13.83
24
76.54
119.99
128.07
130.17
127.76
155.03
152.5
152.2
135.08
125
126.02
127.18
133.35
135.15
134.31
132.09
126.53
120.21
100.28
88.92
71.17
75.08
84.25
94.66
124.99
141.45
124.98
124.56
117.4
117.15
119.94
116.44
110.67
109.9
114.08
112.6
115.37
109.27
65.08
31.98
39.82
58.13
32.58
25.01
35.23
32.23
36.64
39.62
119.34
114.91
124.9
127.11
119.76
118.94
90.07
73.58
65
84.51
84.15
115.38
125.2
126.16
66.48
41.34
58.29
52.6
17
11.76
11.56
11.49
11.39
11.6
12.16
29.18
91.33
104.36
92.31
90.07
44.25
38.89
32.27
43.13
55.05
73.5
111.19
129
102.24
51.99
53.75
64.08
32.15
25.43
31.62
43.02
51.96
60.07
110
126.27
133.44
149.93
153.22
133.33
126.12
124.37
124.59
125.35
125.28
127.4
129.42
128.67
125.94
101.65
82.67
73.46
37.77
24.99
24.43
15.94
11.24
14.21
22.95
17.18
20.09
36.96
41.64
36.59
36.23
35.32
27.58
29.18
30.03
55.78
115.95
115.46
75.09
45.09
75.06
65.01
18.36
15.97
13.56
11.46
11.12
10.96
11.03
10.81
10.24
11.11
11.78
12.83
18.63
17.94
15.97
12.48
15.05
24.98
50.02
58.04
23.94
12.8
13.12
13.25
12.64
13.07
13.01
12.94
13.45
14.68
15.34
58.21
109.29
108.35
98.58
94.91
95.89
98.52
104.18
104.44
108.66
107.83
117.38
116.78
100.02
37.87
27.24
56.42
30.04
36.86
55.03
47.7
48.53
54.91
92.42
109.99
117.45
118.92
118.5
114.11
88.75
68.45
72.63
88.95
81.07
107.58
116.87
114.95
50.83
25.07
23.37
20.05
15.98
13.99
14.17
14.67
15.42
19.11
23
88.97
101.05
105.09
115.34
118.55
118.02
115.38
108.73
101.99
97.57
99.11
110.76
110.61
105.05
78.74
50.15
42.48
16.99
17.49
15.04
15.02
13.97
15.04
39.07
90.04
109.78
107.23
102.55
95.06
77.47
65.06
35.98
42.68
65.69
86.08
106.22
107.84
99.11
59.94
40.06
35.08
16
13.24
12.79
12.75
12.79
13.16
23.94
27.03
96
99.85
104.72
95.8
90.09
93.16
78.91
67.53
75.03
95.08
113.84
118.07
116.23
109.97
107.11
99.39
86.4
25.09
25.01
16.63
14.38
19.92
21.98
23.99
25
59.39
86.27
87.89
85.55
69.85
63.2
63.95
70.23
90
99.95
114.69
109.6
95.06
95.77
91.75
67.3
35.02
19.87
20.18
33.41
50.06
81.42
78.08
80.08
88.28
95.06
98.22
95.09
88.15
51.8
52.87
66.22
73.03
87.04
94.23
84.67
86.57
95.05
87.3
69.63
45.09
40.01
31.87
40.77
47.62
68.8
97.57
106.69
110.06
110.04
109.99
105.01
92.02
99.9
104.92
106.16
100.98
114.89
116.95
99.96
50.05
37.89
21.79
16.93
35.02
30.04
33.93
50.01
56.03
90.71
117.86
127.95
206.51
180.27
144.08
135.04
121.25
117.66
118.87
125.29
136.7
155.21
162.62
138.82
117.66
110.56
108.42
91.63
97.96
99.4
91.36
88.34
97.32
120
128.42
140.01
213.68
126.44
110.88
111.93
109.95
105.55
100.9
109.2
113.38
115.49
115.33
111.52
65.42
35.07
35.1
11.41
